44,10,look,The overhead wires are so slight that you have to look hard to see them.,0,0
45,13,see,The overhead wires are so slight that you have to look hard to see them.,0,1
46,12,design,"But sadly, there is no indication that the GMA consortium which will design, operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts.",1,0
47,13,operate,"But sadly, there is no indication that the GMA consortium which will design, operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts.",1,0
48,15,maintain,"But sadly, there is no indication that the GMA consortium which will design, operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts.",1,0
49,27,share,"But sadly, there is no indication that the GMA consortium which will design, operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts.",1,0
50,2,show,"Artists' impressions show a tram that has more in common with the flat-faced, characterless light trains of the toy-like Docklands Light Railway.",1,0
51,14,consider,"There is still time for GMA( GEC, Mowlem, Amec and Greater Manchester Buses) to consider employing an inspired architect or industrial designer.",1,0
52,15,employ,"There is still time for GMA( GEC, Mowlem, Amec and Greater Manchester Buses) to consider employing an inspired architect or industrial designer.",0,0
53,10,go,"After all, Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century.",0,0
54,14,look,"After all, Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century.",0,0
55,6,design,"Now that buses are no longer designed to enhance the streets they serve, Manchester has a chance to make a fresh start with its trams.",0,0
56,8,enhance,"Now that buses are no longer designed to enhance the streets they serve, Manchester has a chance to make a fresh start with its trams.",0,0
57,12,serve,"Now that buses are no longer designed to enhance the streets they serve, Manchester has a chance to make a fresh start with its trams.",1,0
58,18,make,"Now that buses are no longer designed to enhance the streets they serve, Manchester has a chance to make a fresh start with its trams.",1,0
59,10,consider,"Other British towns, Croydon and Southampton among them, are also considering modern tramways.",1,0
60,3,refer,"These are all referred to as ��__ supertram networks, the implication being that the new-generation tram is an altogether more dynamic form of transport than its pre-war predecessors.",0,1
61,3,mean,What it really means is that the new trams are a hybrid between street car and lightweight suburban train.,1,0
62,3,slip,"Although they will slip through the city centre serving the essential parts ��__ shopping malls, leisure centres, theme parks, amusement arcades and museums ��__ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines.",1,0
63,8,serve,"Although they will slip through the city centre serving the essential parts ��__ shopping malls, leisure centres, theme parks, amusement arcades and museums ��__ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines.",1,0
64,29,head,"Although they will slip through the city centre serving the essential parts ��__ shopping malls, leisure centres, theme parks, amusement arcades and museums ��__ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines.",1,0
65,19,rasp,"The supertram is, in effect, a low-cost replacement for British Rail's ageing fleet of suburban diesel multiple-unit trains, those rasping diesels which change gear to the accompaniment of voluminous clouds of acrid black exhaust fumes and the blessing of train spotters.",1,0
66,2,perform,"They will perform some of the same functions, but they will not be an exact replacement for traditional trams.",1,0
67,6,spread,"And although the supertram concept will spread through major cities during the next decade, Blackpool will still be alone in its use of traditional double-deckers.",1,0
68,6,suggest,"IT WAS unfair of Auden to suggest, in his ��__ Letter to Lord Byron, that a poet's ��__ sense of other people's very hazy.",1,0
69,5,float,But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim.,1,1
70,18,appear,But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim.,0,1
71,20,support,But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim.,1,0
72,4,open,The book ��__ which opens a projected sequence of novels that will cover the period from 1968 to the present day ��__ aims to explore what the blurb describes as ��__ the painful transition from youth to adulthood.,1,0
73,12,cover,The book ��__ which opens a projected sequence of novels that will cover the period from 1968 to the present day ��__ aims to explore what the blurb describes as ��__ the painful transition from youth to adulthood.,1,0
74,22,aim,The book ��__ which opens a projected sequence of novels that will cover the period from 1968 to the present day ��__ aims to explore what the blurb describes as ��__ the painful transition from youth to adulthood.,1,0
75,24,explore,The book ��__ which opens a projected sequence of novels that will cover the period from 1968 to the present day ��__ aims to explore what the blurb describes as ��__ the painful transition from youth to adulthood.,1,0
76,28,describe,The book ��__ which opens a projected sequence of novels that will cover the period from 1968 to the present day ��__ aims to explore what the blurb describes as ��__ the painful transition from youth to adulthood.,1,0
77,8,seem,"This, of course, is a popular subject: it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings.",0,0
78,19,offer,"This, of course, is a popular subject: it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings.",0,0
79,3,present,What Andrew Motion presents us with here is a static and humourless mood-piece filled with over-elaborate imagery.,1,0
80,13,fill,What Andrew Motion presents us with here is a static and humourless mood-piece filled with over-elaborate imagery.,1,0
81,5,suffer,"The hero, Francis Mayne, is suffering from the adolescent's emotional confusion and acute self-consciousness.",0,0
82,1,find,"He finds it hard to communicate with people, not least his separated parents.",1,0
83,5,communicate,"He finds it hard to communicate with people, not least his separated parents.",0,0
84,8,realise,"His mother, by contrast, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",0,0
85,23,think,"His mother, by contrast, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",0,0
86,30,visit,"His mother, by contrast, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",0,0
87,7,dominate,The first half of the novel is dominated by the girl's death from leukaemia.,1,0
88,22,draw,"There is a refreshing simplicity and tenderness in Motion's account of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",1,0
89,27,carry,"There is a refreshing simplicity and tenderness in Motion's account of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",1,0
90,7,conduct,"Meanwhile, at his public school, Francis is conducting a love-affair with an older pupil named Keith Ogilvie.",1,0
91,14,name,"Meanwhile, at his public school, Francis is conducting a love-affair with an older pupil named Keith Ogilvie.",0,0
92,3,reject,"He is finally rejected by the devious, arrogant Keith, who informs him that he is ��__ obsolete because he does not ��__ know how to make things happen.",0,0
93,10,inform,"He is finally rejected by the devious, arrogant Keith, who informs him that he is ��__ obsolete because he does not ��__ know how to make things happen.",0,0
94,22,know,"He is finally rejected by the devious, arrogant Keith, who informs him that he is ��__ obsolete because he does not ��__ know how to make things happen.",0,0
95,25,make,"He is finally rejected by the devious, arrogant Keith, who informs him that he is ��__ obsolete because he does not ��__ know how to make things happen.",1,0
96,27,happen,"He is finally rejected by the devious, arrogant Keith, who informs him that he is ��__ obsolete because he does not ��__ know how to make things happen.",0,0
97,19,persuade,His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War.,0,0
98,22,join,His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War.,1,0
99,3,describe,"This violent event, described at length in hysterically colourful terms, is the only piece of history to be woven convincingly into the plot.",0,0
100,18,weave,"This violent event, described at length in hysterically colourful terms, is the only piece of history to be woven convincingly into the plot.",1,0
101,8,insert,"Other broad hints as to the date are inserted with a comical lack of subtlety: ��__ My God, darling, have you heard? exclaims Francis's mother one day as she greets him, ��__ Czechoslovakia.",1,0
102,21,hear,"Other broad hints as to the date are inserted with a comical lack of subtlety: ��__ My God, darling, have you heard? exclaims Francis's mother one day as she greets him, ��__ Czechoslovakia.",0,0
103,22,exclaim,"Other broad hints as to the date are inserted with a comical lack of subtlety: ��__ My God, darling, have you heard? exclaims Francis's mother one day as she greets him, ��__ Czechoslovakia.",0,0
104,29,greet,"Other broad hints as to the date are inserted with a comical lack of subtlety: ��__ My God, darling, have you heard? exclaims Francis's mother one day as she greets him, ��__ Czechoslovakia.",0,0
105,2,invade,It's been invaded.,0,1
106,11,intend,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period.,0,0
107,17,capture,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period.,1,0
108,5,remain,But the book's principal defect remains the vacuity of its protagonist.,0,0
109,4,depict,"In his eagerness to depict the cloudy psychology of an adolescent, Motion has forgotten to give the boy a personality.",0,0
110,13,forget,"In his eagerness to depict the cloudy psychology of an adolescent, Motion has forgotten to give the boy a personality.",0,0
111,15,give,"In his eagerness to depict the cloudy psychology of an adolescent, Motion has forgotten to give the boy a personality.",1,0
112,3,give,"He has, however, given him a psychotic compulsion to formulate fanciful similes.",1,0
113,9,formulate,"He has, however, given him a psychotic compulsion to formulate fanciful similes.",0,1
114,3,go,"Hardly a page goes by without the hapless Francis noticing something which reminds him, improbably, of something else.",1,1
115,9,notice,"Hardly a page goes by without the hapless Francis noticing something which reminds him, improbably, of something else.",0,0
116,12,remind,"Hardly a page goes by without the hapless Francis noticing something which reminds him, improbably, of something else.",0,0
117,3,remind,Sometimes he is reminded of several things.,0,0
118,7,look,"One moment an avenue of chestnut trees looks ��__ like a child's drawing of ghosts; the next it appears ��__ frightening but derelict, like extinguished chandeliers; and finally the chestnuts ��__ prance at him, holding up their gleaming branches like hysterics.",0,0
119,18,appear,"One moment an avenue of chestnut trees looks ��__ like a child's drawing of ghosts; the next it appears ��__ frightening but derelict, like extinguished chandeliers; and finally the chestnuts ��__ prance at him, holding up their gleaming branches like hysterics.",0,0
120,34,hold,"One moment an avenue of chestnut trees looks ��__ like a child's drawing of ghosts; the next it appears ��__ frightening but derelict, like extinguished chandeliers; and finally the chestnuts ��__ prance at him, holding up their gleaming branches like hysterics.",1,1
121,37,gleam,"One moment an avenue of chestnut trees looks ��__ like a child's drawing of ghosts; the next it appears ��__ frightening but derelict, like extinguished chandeliers; and finally the chestnuts ��__ prance at him, holding up their gleaming branches like hysterics.",0,1
122,3,pall,"Such writing rapidly palls, and I hope that in the novels to come, Motion can curb his reckless passion for it.",0,0
123,6,hope,"Such writing rapidly palls, and I hope that in the novels to come, Motion can curb his reckless passion for it.",0,0
124,12,come,"Such writing rapidly palls, and I hope that in the novels to come, Motion can curb his reckless passion for it.",1,1
125,15,curb,"Such writing rapidly palls, and I hope that in the novels to come, Motion can curb his reckless passion for it.",0,0
126,4,progress,Travel: A pilgrimage sans progress Elisabeth de Stroumillo potters round Poitou,1,0
127,9,round,Travel: A pilgrimage sans progress Elisabeth de Stroumillo potters round Poitou,0,0
128,1,tend,PEOPLE tend to look vague when you mention Poitou.,0,0
129,3,look,PEOPLE tend to look vague when you mention Poitou.,1,0
130,7,mention,PEOPLE tend to look vague when you mention Poitou.,0,1
131,9,know,��__ Umm ��_�� not a part of France we know ��_�� where exactly is it?,0,0
132,5,say,"Inland of La Rochelle, you say; north of Cognac and east of Limoges.",0,0
133,6,realise,"You sort of pass it without realising, going to the Dordogne.",0,0
134,7,go,"You sort of pass it without realising, going to the Dordogne.",0,0
135,23,bother,"Well, better than that, and one of the best things about it is the fact that so few people, except the French themselves, bother with it.",0,1
136,7,find,"Even for France, the variety to be found is enormous.",1,0
137,12,proportion,"My passion is for its numerous Romanesque churches, in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals.",0,0
138,28,go,"My passion is for its numerous Romanesque churches, in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals.",0,0
139,33,look,"My passion is for its numerous Romanesque churches, in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals.",0,0
140,42,go,"My passion is for its numerous Romanesque churches, in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals.",1,1
141,49,ignore,"My passion is for its numerous Romanesque churches, in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals.",1,0
142,10,investigate,"For serious drinkers there is the production of cognac to investigate around Cognac, plus the chance to sample pineau, the powerful local aperitif made from young wine laced with cognac.",0,0
143,23,make,"For serious drinkers there is the production of cognac to investigate around Cognac, plus the chance to sample pineau, the powerful local aperitif made from young wine laced with cognac.",0,0
144,27,lace,"For serious drinkers there is the production of cognac to investigate around Cognac, plus the chance to sample pineau, the powerful local aperitif made from young wine laced with cognac.",1,1
145,20,widespreading,"To the north, where Poitou borders on the Vendee, shapely clumps of trees are almost the only punctuation marks on widespreading marshy landscapes; to the south it bubbles with little rolling hills.",0,0
146,27,bubble,"To the north, where Poitou borders on the Vendee, shapely clumps of trees are almost the only punctuation marks on widespreading marshy landscapes; to the south it bubbles with little rolling hills.",1,0
147,14,cover,"The lower reaches of the Sevre Niortaise are swollen with the waters that once covered the whole area, until medieval monks started to dig a spider-web of ditches to drain it.",0,0
148,21,start,"The lower reaches of the Sevre Niortaise are swollen with the waters that once covered the whole area, until medieval monks started to dig a spider-web of ditches to drain it.",0,0
149,23,dig,"The lower reaches of the Sevre Niortaise are swollen with the waters that once covered the whole area, until medieval monks started to dig a spider-web of ditches to drain it.",0,0
150,29,drain,"The lower reaches of the Sevre Niortaise are swollen with the waters that once covered the whole area, until medieval monks started to dig a spider-web of ditches to drain it.",0,0
151,13,take,"Now the Marais Poitevin is a pleasantly low-profile tourist attraction where you can take canal-boat trips from villages that have hardly changed in the 15-odd years I've known them: Maillezais, with a huge and rather dull ruined abbey, and Coulon, where I first ate the delicious local version of moules marinieres called mouclade.",1,0
152,21,change,"Now the Marais Poitevin is a pleasantly low-profile tourist attraction where you can take canal-boat trips from villages that have hardly changed in the 15-odd years I've known them: Maillezais, with a huge and rather dull ruined abbey, and Coulon, where I first ate the delicious local version of moules marinieres called mouclade.",0,0
153,27,know,"Now the Marais Poitevin is a pleasantly low-profile tourist attraction where you can take canal-boat trips from villages that have hardly changed in the 15-odd years I've known them: Maillezais, with a huge and rather dull ruined abbey, and Coulon, where I first ate the delicious local version of moules marinieres called mouclade.",0,0
154,36,ruin,"Now the Marais Poitevin is a pleasantly low-profile tourist attraction where you can take canal-boat trips from villages that have hardly changed in the 15-odd years I've known them: Maillezais, with a huge and rather dull ruined abbey, and Coulon, where I first ate the delicious local version of moules marinieres called mouclade.",0,0
155,43,eat,"Now the Marais Poitevin is a pleasantly low-profile tourist attraction where you can take canal-boat trips from villages that have hardly changed in the 15-odd years I've known them: Maillezais, with a huge and rather dull ruined abbey, and Coulon, where I first ate the delicious local version of moules marinieres called mouclade.",0,0
156,51,call,"Now the Marais Poitevin is a pleasantly low-profile tourist attraction where you can take canal-boat trips from villages that have hardly changed in the 15-odd years I've known them: Maillezais, with a huge and rather dull ruined abbey, and Coulon, where I first ate the delicious local version of moules marinieres called mouclade.",0,0
157,0,drift,"Drifting between grassy polders to which farmers have to ferry their cattle in punts, or following leafy twisting lanes marked only by rusty signs proclaiming the ��__ Venise Verte, you're in an all-green, mysteriously silent world; only the occasional fisherman, twitching his rod above the algae-smothered waters, disturbs the stillness.",1,0
158,9,ferry,"Drifting between grassy polders to which farmers have to ferry their cattle in punts, or following leafy twisting lanes marked only by rusty signs proclaiming the ��__ Venise Verte, you're in an all-green, mysteriously silent world; only the occasional fisherman, twitching his rod above the algae-smothered waters, disturbs the stillness.",0,0
159,15,follow,"Drifting between grassy polders to which farmers have to ferry their cattle in punts, or following leafy twisting lanes marked only by rusty signs proclaiming the ��__ Venise Verte, you're in an all-green, mysteriously silent world; only the occasional fisherman, twitching his rod above the algae-smothered waters, disturbs the stillness.",1,1
160,17,twist,"Drifting between grassy polders to which farmers have to ferry their cattle in punts, or following leafy twisting lanes marked only by rusty signs proclaiming the ��__ Venise Verte, you're in an all-green, mysteriously silent world; only the occasional fisherman, twitching his rod above the algae-smothered waters, disturbs the stillness.",1,0
161,19,mark,"Drifting between grassy polders to which farmers have to ferry their cattle in punts, or following leafy twisting lanes marked only by rusty signs proclaiming the ��__ Venise Verte, you're in an all-green, mysteriously silent world; only the occasional fisherman, twitching his rod above the algae-smothered waters, disturbs the stillness.",1,0
162,24,proclaim,"Drifting between grassy polders to which farmers have to ferry their cattle in punts, or following leafy twisting lanes marked only by rusty signs proclaiming the ��__ Venise Verte, you're in an all-green, mysteriously silent world; only the occasional fisherman, twitching his rod above the algae-smothered waters, disturbs the stillness.",1,0
163,40,twitch,"Drifting between grassy polders to which farmers have to ferry their cattle in punts, or following leafy twisting lanes marked only by rusty signs proclaiming the ��__ Venise Verte, you're in an all-green, mysteriously silent world; only the occasional fisherman, twitching his rod above the algae-smothered waters, disturbs the stillness.",0,1
164,45,algae-smothered,"Drifting between grassy polders to which farmers have to ferry their cattle in punts, or following leafy twisting lanes marked only by rusty signs proclaiming the ��__ Venise Verte, you're in an all-green, mysteriously silent world; only the occasional fisherman, twitching his rod above the algae-smothered waters, disturbs the stillness.",1,0
165,47,disturb,"Drifting between grassy polders to which farmers have to ferry their cattle in punts, or following leafy twisting lanes marked only by rusty signs proclaiming the ��__ Venise Verte, you're in an all-green, mysteriously silent world; only the occasional fisherman, twitching his rod above the algae-smothered waters, disturbs the stillness.",1,0
166,38,raise,"There is more greenery further south in the deep forest of Chize( with the fine Renaissance chateau of Dampierre-sur-Boutonne at its edge); and more marshes to the west around Rochefort and Marennes, where those mussels and oysters are raised.",1,0
167,6,sit,One of the region's strangest townlets sits on those marshes: Brouage.,1,0
168,15,bear,"It had a son to be proud of: Samuel Champlain, founder of Quebec, who was born there around 1569.",0,0
169,1,go,She went there when her romance with the young king was quashed for political reasons.,0,0
170,11,quash,She went there when her romance with the young king was quashed for political reasons.,1,0
171,5,depart,"Months later, when Marie had departed, Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz.",0,0
172,8,say,"Months later, when Marie had departed, Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz.",0,0
173,11,pause,"Months later, when Marie had departed, Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz.",0,0
174,21,marry,"Months later, when Marie had departed, Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz.",0,0
175,2,come,"As you come back from Brouage towards St Jean-d'Angely ��__ on the D18 via the canalside village of Pont-l'Abbe-d'Arnoult, with a lovely Romanesque church faade ��__ a sign at the junction of the D122 points you to the chateau whose improbably perfect lake and gardens stare at you from posters throughout the region: La Roche Courbon.",0,0
176,34,point,"As you come back from Brouage towards St Jean-d'Angely ��__ on the D18 via the canalside village of Pont-l'Abbe-d'Arnoult, with a lovely Romanesque church faade ��__ a sign at the junction of the D122 points you to the chateau whose improbably perfect lake and gardens stare at you from posters throughout the region: La Roche Courbon.",1,0
177,45,stare,"As you come back from Brouage towards St Jean-d'Angely ��__ on the D18 via the canalside village of Pont-l'Abbe-d'Arnoult, with a lovely Romanesque church faade ��__ a sign at the junction of the D122 points you to the chateau whose improbably perfect lake and gardens stare at you from posters throughout the region: La Roche Courbon.",1,0
178,4,cover,"Its most surprising room, covered from ceiling to floor in 17th-century paintings, should be a salon or library; instead, a dotty stone bathtub was set into one wall at a later date by a lady called Charlotte.",0,0
179,24,set,"Its most surprising room, covered from ceiling to floor in 17th-century paintings, should be a salon or library; instead, a dotty stone bathtub was set into one wall at a later date by a lady called Charlotte.",0,0
180,35,call,"Its most surprising room, covered from ceiling to floor in 17th-century paintings, should be a salon or library; instead, a dotty stone bathtub was set into one wall at a later date by a lady called Charlotte.",0,1
181,2,use,"She never used it, having got some of the plumbing details wrong.",0,0
182,5,get,"She never used it, having got some of the plumbing details wrong.",1,0
183,0,wriggle,"Wriggling across country on the D216 to Port-d'Envaux, you come to two more chateaux: 18th-century Panloy, flaking romantically away on its hillock overlooking a bend in the Charente and, almost next door, the much older, moated Crazannes, half-smothered in amazing flamboyant Gothic carving.",1,0
184,9,come,"Wriggling across country on the D216 to Port-d'Envaux, you come to two more chateaux: 18th-century Panloy, flaking romantically away on its hillock overlooking a bend in the Charente and, almost next door, the much older, moated Crazannes, half-smothered in amazing flamboyant Gothic carving.",0,0
185,16,flake,"Wriggling across country on the D216 to Port-d'Envaux, you come to two more chateaux: 18th-century Panloy, flaking romantically away on its hillock overlooking a bend in the Charente and, almost next door, the much older, moated Crazannes, half-smothered in amazing flamboyant Gothic carving.",0,0
186,22,overlook,"Wriggling across country on the D216 to Port-d'Envaux, you come to two more chateaux: 18th-century Panloy, flaking romantically away on its hillock overlooking a bend in the Charente and, almost next door, the much older, moated Crazannes, half-smothered in amazing flamboyant Gothic carving.",0,0
187,37,half-smothered,"Wriggling across country on the D216 to Port-d'Envaux, you come to two more chateaux: 18th-century Panloy, flaking romantically away on its hillock overlooking a bend in the Charente and, almost next door, the much older, moated Crazannes, half-smothered in amazing flamboyant Gothic carving.",1,0
188,0,cross,Crossing the autoroute and turning north on the D127 brings you to St Jean-d'Angely by way of the isolated church of Fenioux.,0,0
189,4,turn,Crossing the autoroute and turning north on the D127 brings you to St Jean-d'Angely by way of the isolated church of Fenioux.,0,0
190,9,bring,Crossing the autoroute and turning north on the D127 brings you to St Jean-d'Angely by way of the isolated church of Fenioux.,1,0
191,3,hug,"Its conically-roofed tower, hugged about by a brood of smaller roofs shaped like candle snuffers, is visible for miles.",1,0
192,11,shape,"Its conically-roofed tower, hugged about by a brood of smaller roofs shaped like candle snuffers, is visible for miles.",0,0
193,22,span,"St Jean-d'Angely is a charming little town: there are good shops as well as half-timbered houses along its narrow old streets, one spanned by an ancient bell-tower.",0,0
194,13,comprise,"There's also a Renaissance fountain, and an extremely odd conglomeration of church buildings comprising one ancient ruin, one proper church, and the skeleton faade and nave of a rather pompous and unfinished 18th-century abbey.",0,0
195,1,make,"It makes a conveniently central hub: the Marais Poitevin village of Coulon is 27 miles to the north by the D120, which inexplicably changes its number at the top of a hill to D115.",1,0
196,23,change,"It makes a conveniently central hub: the Marais Poitevin village of Coulon is 27 miles to the north by the D120, which inexplicably changes its number at the top of a hill to D115.",1,0
