10,indicate,"[['Education', 'Scientific research'], ['Education', 'Scientific research', 'Houses and homes', 'Art', 'Music'], ['Opinion and argument', 'Scientific research', 'Houses and homes'], 'Datum', ['Maths and measurement', 'Scientific research', 'Maths and measurement'], ['Change, cause and effect', 'Sports: ball and racket sports', 'Politics', 'Sports: ball and racket sports', 'Education', 'Scientific research', 'Success', 'Business'], 'Observation', ['Health problems'], ['Maths and measurement'], 'Symptom']","[['Change, cause and effect', 'Money'], ['Clothes and Fashion', 'Houses and homes', 'Clothes and Fashion'], ['Politics', 'Family and relationships'], ['Scientific research'], ['Opinion and argument', 'Opinion and argument', 'Discussion and agreement'], 'Similarity', ['Change, cause and effect', 'Discussion and agreement'], ['Change, cause and effect', 'Change, cause and effect', 'Opinion and argument', 'Change, cause and effect', 'Change, cause and effect', 'Success', 'Difficulty and failure'], ['Change, cause and effect'], ['Change, cause and effect', 'Maths and measurement', 'Feelings']]"
11,milk,"[['Animals'], ['Jobs', 'Farming'], 'milkmaid', ['Engineering'], ['Family and relationships', 'Life stages'], ['Life stages', 'Life stages']]","[['Animals'], ['Animals'], ['Animals'], ['Animals'], ['Food'], ['Food'], ['Food'], 'oat', ['Food', 'Farming'], ['Food'], ['Food'], ['Food'], ['Food', 'Plants and trees'], ['Food'], ['Food'], ['Food'], ['Food'], ['Plants and trees', 'Food', 'Animals'], 'Brazil', 'sesame']"
12,weep,"[['Biology'], ['Life stages'], ['Life stages', 'People in society', 'Opinion and argument'], ['Life stages', 'People in society', 'Personal qualities', 'Discussion and agreement', 'Opinion and argument', 'Danger', 'Success'], ['Life stages', 'Life stages']]","[['Language', 'Crime and punishment'], ['Life stages', 'Life stages'], 'spouse', ['Family and relationships', 'Phones, email and the internet', 'Social issues'], ['Animals']]"
13,grasp,"[['Life stages', 'Life stages'], ['Education', 'Education'], ['Jobs'], ['Sports: other sports', 'Sports: other sports', 'Health and Fitness'], ['Scientific research', 'Jobs']]","[['Education'], 'Concept', ['Success'], ['Personal qualities', 'Personal qualities'], ['Suggestions and advice', 'Opinion and argument', 'Success']]"
14,bow,"[['Film and theatre', 'Music'], ['Sports: other sports', 'Sports: other sports', 'Health and Fitness'], ['Religion and festivals'], ['Politics', 'Jobs'], 'Royalty', ['Education', 'Education'], ['Cooking and eating', 'Jobs'], ['History', 'Sports: other sports']]","['Greeting', ['Music', 'Film and theatre'], ['Preferences and decisions', 'War and conflict', 'Difficulty and failure'], ['Religion and festivals', 'Religion and festivals'], ['Animals'], ['Success', 'Working life', 'War and conflict'], ['Shopping', 'Discussion and agreement'], ['Film and theatre', 'Music']]"
15,mix,"[['Jobs'], ['Cooking and eating', 'Jobs'], ['Jobs', 'Clothes and Fashion'], ['Scientific research', 'Jobs'], ['Healthcare', 'Jobs', 'Shopping', 'Healthcare', 'Physics and chemistry']]","[['Cooking and eating'], ['Colours and Shapes', 'People in society', 'Transport by water', 'People in society'], ['Houses and homes', 'Art'], ['Cooking and eating', 'Physics and chemistry'], ['Physics and chemistry']]"
16,examine,"[['Healthcare', 'Jobs', 'Education'], ['Scientific research', 'Jobs'], ['Jobs'], ['Law and justice', 'Education', 'Jobs', 'Transport by bus and train'], ['Crime and punishment'], ['Law and justice'], ['Education', 'Jobs'], ['Education', 'Jobs', 'Education'], ['Education'], ['Jobs', 'Scientific research']]","[['Law and justice', 'Computers'], ['Scientific research', 'Opinion and argument', 'Crime and punishment', 'Law and justice', 'Opinion and argument'], ['Education', 'Scientific research'], ['Education', 'Healthcare', 'Scientific research'], ['Healthcare', 'Shopping', 'Scientific research', 'Music'], ['Healthcare'], ['Body', 'Family and relationships', 'Opinion and argument', 'Feelings', 'Feelings', 'Feelings', 'Feelings', 'Feelings'], ['Crime and punishment', 'Crime and punishment'], 'Artifact', 'Experiment']"
17,embark,"[['Holidays'], ['History'], ['Education', 'Education'], ['Scientific research', 'Jobs'], 'Tourist', ['War and conflict', 'Transport by water', 'Jobs', 'Transport by water', 'Sports: water sports'], ['Space', 'Jobs'], ['War and conflict', 'Jobs'], ['Jobs'], ['Jobs', 'Business']]","[['Holidays'], 'Expedition', ['Danger', 'Holidays'], ['Education'], ['Religion and festivals', 'Religion and festivals', 'Space', 'Success'], ['Working life'], ['Education', 'Scientific research', 'Houses and homes', 'Art', 'Music'], 'Busines', 'Endeavor', ['Business']]"
18,encompass,"[['Business', 'Buildings', 'Opinion and argument'], ['Education', 'Scientific research', 'Houses and homes', 'Art', 'Music']]","[['Suggestions and advice', 'Opinion and argument', 'Success'], 'Topic']"
19,predispose,"[['Health problems', 'Biology'], ['The environment', 'Computers'], ['Time', 'Time', 'History'], 'Lifestyle', ['History', 'History', 'Education', 'History', 'Phones, email and the internet', 'History', 'History']]","[['Health problems'], ['Health problems', 'Health problems'], ['Health problems'], ['Health and Fitness', 'Success', 'Success'], ['Physics and chemistry']]"
20,illustrate,"[['Scientific research', 'Jobs'], ['Art', 'Jobs', 'Music'], ['Education', 'Education'], ['Literature and writing', 'Jobs'], ['Clothes and Fashion', 'TV, radio and news', 'Jobs']]","['Concept', ['Suggestions and advice', 'Opinion and argument', 'Success'], ['Scientific research', 'Opinion and argument'], ['Personal qualities', 'Scientific research', 'Scientific research'], ['Law and justice'], ['Scientific research', 'Healthcare'], ['Scientific research'], 'Technique', 'Experiment', 'Example', ['Clothes and Fashion', 'Jobs'], 'Diagram', ['Maths and measurement'], ['Literature and writing'], ['Art']]"
21,handle-shaped,"[['Language', 'Crime and punishment'], ['Animals']]","[['Language'], 'Concept']"
22,criticise,"['Expert', ['Opinion and argument', 'Literature and writing', 'Jobs', 'Film and theatre', 'Opinion and argument'], ['Opinion and argument', 'Literature and writing'], ['Literature and writing', 'TV, radio and news', 'Jobs'], ['Education'], ['Politics', 'Jobs'], ['Politics'], ['Art', 'Jobs', 'Music'], ['Music', 'Jobs'], ['Literature and writing', 'Jobs']]","[['Politics', 'Politics'], 'Busines', ['Art', 'Art'], ['Literature and writing', 'Education', 'Shopping', 'Education', 'Business', 'Opinion and argument', 'History', 'Opinion and argument'], ['Film and theatre'], ['Education', 'Music', 'Shopping', 'Hobbies', 'Music'], ['Film and theatre', 'Music'], ['Politics', 'Film and theatre'], ['Education', 'Scientific research'], ['Politics']]"
23,express,"[['Feelings'], ['Opinion and argument', 'Opinion and argument'], ['Opinion and argument', 'Opinion and argument', 'Suggestions and advice', 'Opinion and argument', 'Opinion and argument', 'Opinion and argument', 'Opinion and argument'], 'Desire', 'sensation']","[['Feelings'], ['Opinion and argument', 'Opinion and argument'], ['Opinion and argument', 'Opinion and argument', 'Suggestions and advice', 'Opinion and argument', 'Opinion and argument', 'Opinion and argument', 'Opinion and argument'], ['Feelings'], ['Feelings']]"
24,test,"[['Education', 'Education'], ['Jobs'], ['Scientific research', 'Jobs'], ['Education', 'Jobs'], ['Jobs', 'Scientific research'], ['Healthcare', 'Jobs', 'Education'], ['Sports: other sports', 'Sports: other sports', 'Health and Fitness'], ['Jobs', 'Computers'], ['Jobs', 'Engineering', 'Jobs', 'Engineering', 'Transport by water', 'Transport by air', 'Jobs', 'Engineering'], 'Linguist']","[['Education'], ['Personal qualities', 'Personal qualities'], 'Ability', 'Hypothes', ['Scientific research', 'Opinion and argument'], 'Experiment', ['Computers'], ['Computers'], ['Computers'], ['Engineering']]"
25,convict,"[['Preferences and decisions', 'Law and justice', 'Jobs', 'Opinion and argument'], ['Law and justice', 'Doubt, guessing and certainty'], ['Law and justice'], ['War and conflict', 'War and conflict', 'War and conflict', 'Opinion and argument', 'Law and justice', 'Law and justice', 'Sports: ball and racket sports'], 'witnes', 'police', ['Jobs', 'Law and justice', 'Crime and punishment'], ['Health problems', 'Crime and punishment', 'Social issues'], 'defendant', ['Crime and punishment']]","[['Law and justice'], ['Doubt, guessing and certainty', 'Crime and punishment'], ['Crime and punishment'], ['Language', 'Crime and punishment'], 'people', ['Crime and punishment'], ['Crime and punishment'], ['Crime and punishment'], ['Crime and punishment'], ['Crime and punishment']]"
26,imprison,"[['Politics', 'Politics'], ['Law and justice']]","[['Crime and punishment'], ['Opinion and argument', 'Politics']]"
27,distinguish,"[['Language', 'Crime and punishment'], ['Animals'], ['Language'], 'Concept']","[['Language', 'Crime and punishment'], ['Language'], 'Concept']"
28,rule,"[['Politics', 'Maths and measurement', 'Education'], ['Preferences and decisions', 'Law and justice', 'Jobs', 'Opinion and argument'], ['Life stages', 'Family and relationships'], ['Education', 'Jobs'], ['People in society', 'Politics', 'Business', 'Sports: other sports'], ['Law and justice'], ['Politics', 'Politics'], ['People in society'], ['Education'], ['Working life', 'People in society']]","[['Permission and obligation', 'Law and justice', 'Politics', 'Permission and obligation', 'Law and justice', 'Politics', 'Education', 'Law and justice', 'Scientific research', 'Permission and obligation', 'Opinion and argument', 'Law and justice', 'Success', 'Permission and obligation'], ['Permission and obligation', 'Law and justice', 'Permission and obligation', 'Money', 'Law and justice'], ['Politics'], ['Permission and obligation'], ['Scientific research', 'Healthcare'], ['Personal qualities', 'Scientific research', 'Scientific research'], ['Music'], ['Computers'], 'Directive', ['Preferences and decisions']]"
29,deprive,"[['Life stages', 'Family and relationships'], ['Politics', 'Politics'], ['People in society'], ['Education'], ['Law and justice'], ['Life stages'], ['Healthcare'], 'Spouse', ['Business', 'Working life'], ['Education', 'Jobs']]","[['Life stages', 'Life stages'], ['People in society'], 'people', ['Education', 'Education'], ['Working life'], ['Animals'], ['Crime and punishment'], ['Healthcare'], ['War and conflict', 'Social issues'], ['Social issues', 'People in society', 'Opinion and argument']]"
30,assess,"[['Education', 'Jobs'], ['Jobs', 'Business', 'Shopping', 'Film and theatre'], ['Healthcare', 'Jobs', 'Education'], ['Jobs'], ['Suggestions and advice', 'Education'], 'Evaluator', ['Jobs', 'Scientific research'], 'Assessor', ['Jobs', 'Business'], 'Expert']","[['Personal qualities', 'Personal qualities'], ['Film and theatre', 'Music'], ['Education'], 'Ability', 'Competence', ['Danger', 'Danger', 'Money', 'Danger', 'Danger'], 'Impact', ['Personal qualities'], 'Effectivenes', 'Efficiency']"
31,link,"[['Language'], 'verb', 'verb', 'verb', 'verb', 'verb']","[['Language'], ['Language'], '+', ['Language'], ['Language'], ['Language']]"
32,underlie,"[['Education', 'Scientific research'], ['Personal qualities', 'Scientific research', 'Scientific research'], 'assumption', 'Core', ['Law and justice'], ['Change, cause and effect', 'Maths and measurement', 'Feelings'], ['Scientific research', 'Opinion and argument'], 'norm']","['proces', 'framework', 'framework', ['Opinion and argument', 'Feelings', 'Opinion and argument', 'Language', 'Opinion and argument', 'Language'], ['Change, cause and effect', 'Maths and measurement', 'Feelings'], ['Change, cause and effect', 'Maths and measurement', 'Feelings'], ['Change, cause and effect', 'Discussion and agreement'], ['Personal qualities', 'Scientific research', 'Scientific research'], ['Change, cause and effect', 'Maths and measurement', 'Feelings'], ['Change, cause and effect', 'Maths and measurement', 'Feelings']]"
33,theorize,"[['Scientific research', 'Jobs'], 'Philosopher', ['People in society'], ['Jobs', 'Scientific research'], ['History', 'Literature and writing'], ['Jobs'], ['Education']]","[['Success'], ['Animals', 'Biology'], 'Concept', ['Suggestions and advice', 'Opinion and argument', 'Success'], ['Scientific research', 'Opinion and argument'], 'Hypothesi', 'Explanation', ['Clothes and Fashion', 'Jobs'], 'Framework', 'Paradigm']"
34,upbringing,"[['Life stages', 'Family and relationships'], ['Family and relationships'], ['Education', 'Jobs'], 'Sibling', ['Life stages'], ['Healthcare'], 'parent', 'parent', 'Nannie', 'Babysitter']","[['Life stages', 'Life stages'], ['Life stages'], ['Life stages'], ['Life stages', 'Family and relationships'], 'people', ['Education', 'Education'], ['Life stages', 'Family and relationships'], ['Life stages', 'Family and relationships'], ['Life stages', 'Life stages'], ['Family and relationships']]"
35,conclude,"[['Scientific research', 'Jobs'], ['Jobs'], ['Education'], ['Education', 'Jobs', 'Education', 'Education', 'Personal qualities'], ['Jobs', 'Business'], ['Crime and punishment'], 'Expert', ['Literature and writing'], 'Philosopher', ['History', 'Literature and writing']]","[['Education', 'Scientific research', 'Houses and homes', 'Art', 'Music'], ['Education', 'Scientific research'], 'Experiment', ['Crime and punishment'], 'Analysi', ['Crime and punishment', 'Law and justice', 'Opinion and argument', 'Success'], ['Literature and writing', 'TV, radio and news', 'Education'], ['Literature and writing', 'Education', 'Shopping', 'Education', 'Business', 'Opinion and argument', 'History', 'Opinion and argument'], ['TV, radio and news', 'Law and justice', 'Shopping', 'Language'], 'Thesi']"
36,summarise,"[['Education', 'Education'], ['Jobs'], ['Literature and writing', 'TV, radio and news'], ['Literature and writing'], ['History', 'Literature and writing'], ['Jobs', 'Business'], ['Opinion and argument', 'Literature and writing'], ['Literature and writing', 'TV, radio and news', 'Jobs'], ['Education'], 'Expert']","[['Literature and writing', 'Education', 'Shopping', 'Education', 'Business', 'Opinion and argument', 'History', 'Opinion and argument'], ['TV, radio and news', 'Law and justice', 'Shopping', 'Language'], ['Education', 'Scientific research'], ['TV, radio and news', 'TV, radio and news'], ['Education'], ['Literature and writing', 'TV, radio and news', 'Education'], ['Politics', 'Film and theatre'], ['Law and justice', 'Computers'], 'Summary', ['Scientific research', 'Law and justice', 'Preferences and decisions']]"
37,commit,"[['Language', 'Crime and punishment'], ['People in society']]","[['Law and justice', 'History', 'War and conflict', 'Film and theatre', 'Engineering'], 'Promise']"
38,define,"['Vocabulary/Terminology', 'concept/theory', 'thing/phenomenon', ['Language', 'Crime and punishment'], ['Education', 'Maths and measurement', 'Success', 'Suggestions and advice', 'Opinion and argument', 'Healthcare', 'The environment'], 'events/process', 'concept']","['vocabulary/terminology', 'concept/theory', 'thing/phenomenon', ['Language', 'Crime and punishment'], ['Education', 'Maths and measurement', 'Success', 'Suggestions and advice', 'Opinion and argument', 'Healthcare', 'The environment'], 'events/process', 'concept']"
39,appeal,"[['TV, radio and news', 'Business'], ['TV, radio and news', 'Music', 'Politics']]","[['Feelings'], ['Change, cause and effect', 'Opinion and argument']]"
40,choose,"['people', 'teams/organization', ['Animals'], ['Education', 'Education'], ['Politics'], ['Life stages', 'Family and relationships'], ['Games and toys', 'Sports: ball and racket sports', 'Music', 'Music', 'Film and theatre'], ['Art', 'Jobs', 'Music'], ['Cooking and eating', 'Jobs'], ['Jobs', 'Jobs', 'Computers']]","['options/choice', ['Working life', 'Education'], 'courses/subject', ['Colours and Shapes', 'People in society', 'Transport by water', 'People in society'], ['Clothes and Fashion'], 'books/novel', ['Holidays'], 'meals/dish', ['Working life'], 'partners/spous']"
41,attribute,"[['Education', 'Scientific research'], ['Education', 'Scientific research', 'Houses and homes', 'Art', 'Music'], ['Games and toys', 'Sports: ball and racket sports', 'Farming'], ['Literature and writing'], ['Opinion and argument'], ['Politics', 'Politics']]","['Intelligence', 'Personality', ['Appearance'], ['Personal qualities', 'Personal qualities'], 'Characteristic', ['Animals', 'Biology'], ['Personal qualities']]"
42,opt,"[['Healthcare', 'Jobs', 'Education'], ['Education', 'Education'], ['Opinion and argument'], ['Games and toys', 'Sports: ball and racket sports', 'Farming'], ['Politics', 'Politics'], ['People in society'], ['Jobs', 'Business', 'Shopping', 'Film and theatre'], ['Sports: other sports', 'Sports: other sports', 'Health and Fitness'], ['Jobs'], ['Jobs', 'Engineering', 'Jobs', 'Engineering', 'Transport by water', 'Transport by air', 'Jobs', 'Engineering']]","[['Preferences and decisions', 'Preferences and decisions', 'Money', 'Computers', 'Preferences and decisions', 'Preferences and decisions'], ['Success'], ['Maths and measurement', 'Physics and chemistry'], ['Business', 'War and conflict'], ['Transport by car or lorry', 'Transport by air'], ['Scientific research'], ['Business', 'Buildings', 'Opinion and argument'], ['Suggestions and advice', 'Opinion and argument', 'Success'], ['Suggestions and advice', 'Business', 'Life stages'], 'concept']"
43,punish,"[['Life stages', 'Family and relationships'], ['Education', 'Jobs'], ['Preferences and decisions', 'Law and justice', 'Jobs', 'Opinion and argument'], ['Politics', 'Politics'], ['Business', 'Working life'], ['Law and justice'], ['Working life', 'People in society'], ['Buildings', 'Education', 'Education', 'Education', 'Art', 'Fish and shellfish'], ['Buildings', 'Crime and punishment'], ['War and conflict', 'Law and justice', 'Law and justice', 'Jobs']]","[['Crime and punishment'], ['Education', 'Education'], ['Working life'], ['Life stages', 'Life stages'], ['Crime and punishment'], 'Rule-breaker', ['Permission and obligation', 'Law and justice', 'Politics', 'Permission and obligation', 'Law and justice', 'Politics', 'Education', 'Law and justice', 'Scientific research', 'Permission and obligation', 'Opinion and argument', 'Law and justice', 'Success', 'Permission and obligation'], 'Wrongdoer', ['Crime and punishment'], ['Crime and punishment']]"
44,ponder,"['Philosopher', ['Scientific research', 'Jobs'], ['Jobs'], ['Education'], 'Thinker', ['Education', 'Education'], ['Literature and writing', 'Jobs'], ['Literature and writing'], ['Art', 'Jobs', 'Music'], 'Theorist']","[['Suggestions and advice', 'Opinion and argument', 'Success'], 'Concept', ['Scientific research', 'Opinion and argument'], ['Opinion and argument', 'Permission and obligation', 'Doubt, guessing and certainty'], ['Difficulty and failure', 'Social issues', 'Maths and measurement', 'Opinion and argument'], ['Working life', 'Difficulty and failure'], ['Success'], ['Doubt, guessing and certainty'], ['Preferences and decisions', 'Preferences and decisions', 'Money', 'Computers', 'Preferences and decisions', 'Preferences and decisions'], ['Maths and measurement', 'Physics and chemistry']]"
45,integrate,"[['Opinion and argument'], ['Computers'], 'people']","[['Scientific research', 'Shopping'], 'Datum', ['Law and justice']]"
46,possess,"[['Language', 'Crime and punishment'], ['Animals'], ['People in society'], 'Country/Nation', 'Inanimate']","[['Crime and punishment'], 'Qualities/Characteristic']"
47,postulate,"[['Scientific research', 'Jobs'], ['Jobs'], 'Philosopher', ['Education'], 'Theorist']","['Hypothes', ['Scientific research', 'Opinion and argument'], ['Personal qualities', 'Scientific research', 'Scientific research'], ['Permission and obligation', 'Law and justice', 'Politics', 'Permission and obligation', 'Law and justice', 'Politics', 'Education', 'Law and justice', 'Scientific research', 'Permission and obligation', 'Opinion and argument', 'Law and justice', 'Success', 'Permission and obligation'], 'Axiom']"
48,re-examine,"[['Jobs'], ['Scientific research', 'Jobs'], ['Healthcare'], ['Education'], ['Jobs', 'Business']]","['Hypothesi', ['Scientific research', 'Opinion and argument'], ['Scientific research', 'Opinion and argument', 'Crime and punishment', 'Law and justice', 'Opinion and argument'], 'Datum', ['Education', 'Scientific research']]"
49,acquire,"['people', ['People in society']]","[['Language'], ['Language']]"
50,undergo,"[['Healthcare'], ['Education', 'Education']]","[['Change, cause and effect', 'Weather', 'Change, cause and effect', 'Change, cause and effect', 'Change, cause and effect', 'Money', 'Money', 'Transport by bus and train', 'Transport by air', 'Preferences and decisions', 'Opinion and argument', 'Opinion and argument'], ['Law and justice']]"
51,cling,"[['Life stages'], ['Insects, worms, etc.']]","[['Clothes and Fashion'], ['Body', 'Appearance', 'Danger', 'Opinion and argument']]"
52,reinforce,"[['Life stages', 'Family and relationships'], ['Education', 'Jobs'], ['Sports: other sports', 'Education', 'Transport by car or lorry', 'Transport by bus and train', 'Transport by bus and train', 'History', 'Transport by air'], ['Jobs', 'Business', 'Shopping', 'Film and theatre'], ['People in society', 'Politics', 'Business', 'Sports: other sports'], ['War and conflict', 'Jobs'], ['Law and justice'], ['Jobs', 'Scientific research'], ['Healthcare', 'Mental health'], ['Clothes and Fashion', 'Sports: other sports']]","[['Animals', 'Biology'], ['Personal qualities', 'Personal qualities'], ['Education'], ['Computers'], ['Doubt, guessing and certainty', 'Personal qualities', 'Doubt, guessing and certainty'], ['Feelings'], ['Politics', 'Family and relationships'], 'Teamwork', ['Language', 'Phones, email and the internet', 'Phones, email and the internet'], ['Discussion and agreement', 'Discussion and agreement', 'Permission and obligation']]"
53,socialize,"[['Language', 'Crime and punishment'], ['People in society', 'Business', 'Music']]","[['Hobbies'], ['Education', 'Maths and measurement', 'Success', 'Suggestions and advice', 'Opinion and argument', 'Healthcare', 'The environment']]"
54,concern,"[['Language', 'Crime and punishment'], ['People in society'], ['Jobs'], ['People in society', 'People in society', 'People in society', 'People in society', 'Biology'], 'people', ['Animals']]","[['Opinion and argument', 'Social issues', 'Preferences and decisions', 'Opinion and argument'], ['Sports: other sports'], ['Politics'], ['Politics', 'Family and relationships'], ['Health and Fitness', 'Success', 'Success'], ['Money', 'Politics', 'Money']]"
55,yield,"['Experiment', ['Crime and punishment'], ['Education', 'Scientific research'], ['Education', 'Scientific research', 'Houses and homes', 'Art', 'Music'], 'Analysi', ['Education', 'Healthcare', 'Scientific research'], ['Opinion and argument', 'Scientific research', 'Houses and homes'], 'Observation', ['Education', 'Opinion and argument', 'Healthcare'], ['Change, cause and effect', 'Money', 'Scientific research', 'Buildings', 'Buildings']]","['Information', ['Change, cause and effect', 'Sports: ball and racket sports', 'Politics', 'Sports: ball and racket sports', 'Education', 'Scientific research', 'Success', 'Business'], ['Scientific research', 'Opinion and argument', 'Crime and punishment', 'Law and justice', 'Opinion and argument'], ['Scientific research', 'Law and justice', 'Preferences and decisions'], 'Datum', 'Insight', ['Change, cause and effect'], ['Scientific research', 'Literature and writing', 'Doubt, guessing and certainty'], ['Maths and measurement', 'Physics and chemistry'], ['Social issues', 'Money', 'Film and theatre', 'Social issues']]"
56,associate,"[['Education', 'Jobs', 'Education'], ['Healthcare', 'Mental health'], ['Scientific research', 'Jobs'], ['Literature and writing'], ['Jobs'], ['Education', 'Jobs'], ['Healthcare', 'Jobs', 'Education'], ['Art', 'Jobs', 'Music'], ['Jobs', 'Business', 'Shopping', 'Film and theatre'], ['Sports: other sports', 'Sports: other sports', 'Health and Fitness']]","[['Suggestions and advice', 'Opinion and argument', 'Success'], 'Concept', ['Language', 'Religion and festivals', 'Opinion and argument', 'Feelings', 'Opinion and argument', 'Opinion and argument'], ['Literature and writing'], ['Computers'], ['Sports: other sports'], ['Working life', 'Difficulty and failure'], ['Feelings', 'Opinion and argument', 'Opinion and argument', 'Opinion and argument'], ['Feelings'], ['Animals', 'Biology']]"
57,reverse,"[['Transport by car or lorry', 'Transport by bus and train'], ['Transport by water', 'Transport by water'], ['Engineering', 'Transport by car or lorry'], ['Transport by car or lorry', 'Transport by car or lorry', 'Sports: other sports'], ['Transport by bus and train']]","[['Language', 'Crime and punishment', 'Law and justice'], ['Language', 'Religion and festivals', 'Opinion and argument', 'Feelings', 'Opinion and argument', 'Opinion and argument'], ['Maths and measurement', 'Phones, email and the internet', 'Language'], ['Film and theatre'], ['Literature and writing']]"
