31,screw,"They were inflexible in operation, draughty, and mobile reminders of TB epidemics with the enamelled 09__ Do Not Spit signs screwed to their bulkheads.",20,0,"[[['Success'], ['Feelings', 'Weather'], ['Maths and measurement']], [['Transport by water', 'Transport by air']]]"
32,play,It plays a key role in keeping city streets on the move and is even the object of the best modern designers' desire.,1,1,"[[], []]"
33,keep,It plays a key role in keeping city streets on the move and is even the object of the best modern designers' desire.,6,1,"[['none&It'], [['Money'], ['Transport by car or lorry', 'Buildings', 'Opinion and argument']]]"
34,design,"In Milan, for example, the commission to design the new generation of 09__ Jumbo trams, which went into service in 1979, was one that leading Italian architects and designers fought over.",7,0,"[[['Working life', 'Crime and punishment']], [['People in society', 'History', 'Family and relationships', 'Engineering', 'The environment'], ['Transport by air'], ['Transport by car or lorry']]]"
35,go,"In Milan, for example, the commission to design the new generation of 09__ Jumbo trams, which went into service in 1979, was one that leading Italian architects and designers fought over.",16,1,"[[['Working life', 'Crime and punishment'], ['People in society', 'History', 'Family and relationships', 'Engineering', 'The environment'], ['Transport by air']], [['Business', 'Cooking and eating', 'Shopping', 'War and conflict', 'Transport by car or lorry', 'Engineering', 'Religion and festivals', 'Transport by bus and train', 'Sports: ball and racket sports']]]"
36,lead,"In Milan, for example, the commission to design the new generation of 09__ Jumbo trams, which went into service in 1979, was one that leading Italian architects and designers fought over.",24,1,"[[['Jobs', 'Jobs', 'Computers'], ['Clothes and Fashion', 'Jobs']], [['Working life', 'Crime and punishment'], ['People in society', 'History', 'Family and relationships', 'Engineering', 'The environment'], ['Transport by air']]]"
37,fight,"In Milan, for example, the commission to design the new generation of 09__ Jumbo trams, which went into service in 1979, was one that leading Italian architects and designers fought over.",29,1,"[[['Jobs', 'Jobs', 'Computers'], ['Clothes and Fashion', 'Jobs']], [['Working life', 'Crime and punishment'], ['People in society', 'History', 'Family and relationships', 'Engineering', 'The environment'], ['Transport by air']]]"
38,impose,"After all, the Jumbo, a handsome and imposing articulated unit designed by architect, engineer and critic Klaus Giovanni Koenig, will be seen on the streets of Milan for the next half-century.",7,0,"[[['Transport by air']], [['Appearance'], ['Healthcare', 'Houses and homes', 'Computers', 'Maths and measurement'], ['Jobs', 'Jobs', 'Computers']]]"
39,design,"After all, the Jumbo, a handsome and imposing articulated unit designed by architect, engineer and critic Klaus Giovanni Koenig, will be seen on the streets of Milan for the next half-century.",10,0,"[[['Jobs', 'Jobs', 'Computers'], ['Jobs', 'Engineering', 'Jobs', 'Engineering', 'Transport by water', 'Transport by air', 'Jobs', 'Engineering'], 'none&Klaus'], [['Transport by air']]]"
40,see,"After all, the Jumbo, a handsome and imposing articulated unit designed by architect, engineer and critic Klaus Giovanni Koenig, will be seen on the streets of Milan for the next half-century.",21,0,"[[['Transport by air']], [['Opinion and argument']]]"
41,assume,"Assuming the power station at the end of the line burns cleanly, the tram is virtually pollution free.",0,1,"[[['Politics', 'The environment', 'Politics', 'Maths and measurement'], ['Transport by bus and train', 'Buildings', 'Law and justice', 'TV, radio and news', 'Farming', 'War and conflict'], ['Literature and writing', 'Sports: ball and racket sports', 'Sports: ball and racket sports', 'Feelings', 'Success', 'Time']], [['Transport by car or lorry']]]"
42,stand,"Standing at traffic lights a Koenig-designed Jumbo is, save for the chatter inside, completely silent.",0,1,"[[['Transport by air']], [['Transport by car or lorry'], ['Physics and chemistry', 'Houses and homes', 'Crime and punishment', 'Transport by car or lorry']]]"
43,save,"Standing at traffic lights a Koenig-designed Jumbo is, save for the chatter inside, completely silent.",8,0,"[[['Transport by air']], [['Feelings', 'People in society']]]"
44,look,The overhead wires are so slight that you have to look hard to see them.,10,0,"[['people'], ['none&them']]"
45,see,The overhead wires are so slight that you have to look hard to see them.,13,0,"[['people'], ['none&them']]"
46,design,"But sadly, there is no indication that the GMA consortium which will design, operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts.",12,1,"[['none&GMA', 'none&consortium'], [['People in society', 'History', 'Family and relationships', 'Engineering', 'The environment'], ['Transport by car or lorry'], 'none&Manchester']]"
47,operate,"But sadly, there is no indication that the GMA consortium which will design, operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts.",13,1,"[['none&GMA', 'none&consortium'], [['People in society', 'History', 'Family and relationships', 'Engineering', 'The environment'], ['Transport by car or lorry'], 'none&Manchester']]"
48,maintain,"But sadly, there is no indication that the GMA consortium which will design, operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts.",15,1,"[['none&GMA', 'none&consortium'], [['People in society', 'History', 'Family and relationships', 'Engineering', 'The environment'], ['Transport by car or lorry'], 'none&Manchester']]"
49,share,"But sadly, there is no indication that the GMA consortium which will design, operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts.",27,1,"[['none&GMA', 'none&consortium'], [['Doubt, guessing and certainty', 'Success', 'Success']]]"
50,show,"Artists' impressions show a tram that has more in common with the flat-faced, characterless light trains of the toy-like Docklands Light Railway.",2,1,"[[['Art', 'Jobs', 'Music'], ['Opinion and argument']], [['Transport by car or lorry']]]"
51,consider,"There is still time for GMA( GEC, Mowlem, Amec and Greater Manchester Buses) to consider employing an inspired architect or industrial designer.",14,1,"[[], []]"
52,employ,"There is still time for GMA( GEC, Mowlem, Amec and Greater Manchester Buses) to consider employing an inspired architect or industrial designer.",15,0,"[['none&GMA'], [['Jobs', 'Jobs', 'Computers'], ['Clothes and Fashion', 'Jobs']]]"
53,go,"After all, Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century.",10,0,"[['none&Mancunians', ['Holidays'], 'none&Manchester'], [['Insects, worms, etc.']]]"
54,look,"After all, Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century.",14,0,"[['none&Mancunians', ['Holidays'], 'none&Manchester'], [['Insects, worms, etc.']]]"
55,design,"Now that buses are no longer designed to enhance the streets they serve, Manchester has a chance to make a fresh start with its trams.",6,0,"[[['Transport by car or lorry', 'Transport by bus and train', 'Computers']], [['Transport by car or lorry', 'Buildings', 'Opinion and argument']]]"
56,enhance,"Now that buses are no longer designed to enhance the streets they serve, Manchester has a chance to make a fresh start with its trams.",8,0,"[[['Transport by car or lorry', 'Transport by bus and train', 'Computers']], [['Transport by car or lorry', 'Buildings', 'Opinion and argument']]]"
57,serve,"Now that buses are no longer designed to enhance the streets they serve, Manchester has a chance to make a fresh start with its trams.",12,1,"[[['Transport by car or lorry', 'Buildings', 'Opinion and argument']], [['Transport by car or lorry', 'Transport by bus and train', 'Computers']]]"
58,make,"Now that buses are no longer designed to enhance the streets they serve, Manchester has a chance to make a fresh start with its trams.",18,1,"[['none&Manchester'], [['Feelings', 'Opinion and argument', 'Opinion and argument']]]"
59,consider,"Other British towns, Croydon and Southampton among them, are also considering modern tramways.",10,1,"[[['Geography']], ['none&tramways']]"
60,refer,"These are all referred to as 09__ supertram networks, the implication being that the new-generation tram is an altogether more dynamic form of transport than its pre-war predecessors.",3,0,"[['none&These'], ['none&all']]"
61,mean,What it really means is that the new trams are a hybrid between street car and lightweight suburban train.,3,1,"[['none&it'], [['Transport by car or lorry'], 'none&hybrid', ['Transport by car or lorry', 'Buildings', 'Opinion and argument']]]"
62,slip,"Although they will slip through the city centre serving the essential parts 09__ shopping malls, leisure centres, theme parks, amusement arcades and museums 09__ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines.",3,1,"[[['people', 'Animals']], [['Money'], ['Shopping', 'Buildings', 'Politics']]]"
63,serve,"Although they will slip through the city centre serving the essential parts 09__ shopping malls, leisure centres, theme parks, amusement arcades and museums 09__ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines.",8,1,"[[['people', 'Animals']], [['Film and theatre', 'Danger']]]"
64,head,"Although they will slip through the city centre serving the essential parts 09__ shopping malls, leisure centres, theme parks, amusement arcades and museums 09__ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines.",29,1,"[['none&Manchester', 'none&supertrams'], [['Geography']]]"
65,rasp,"The supertram is, in effect, a low-cost replacement for British Rail's ageing fleet of suburban diesel multiple-unit trains, those rasping diesels which change gear to the accompaniment of voluminous clouds of acrid black exhaust fumes and the blessing of train spotters.",19,1,"[[['Transport by car or lorry', 'Transport by car or lorry']], [['Transport by car or lorry']]]"
66,perform,"They will perform some of the same functions, but they will not be an exact replacement for traditional trams.",2,1,"[[['people', 'Animals']], [['Maths and measurement', 'Computers']]]"
67,spread,"And although the supertram concept will spread through major cities during the next decade, Blackpool will still be alone in its use of traditional double-deckers.",6,1,"[['none&supertram', 'none&concept'], [['Money']]]"
68,suggest,"IT WAS unfair of Auden to suggest, in his 09__ Letter to Lord Byron, that a poet's 09__ sense of other people's very hazy.",6,1,"[['none&Auden'], [['Literature and writing'], 'none&sense', 'people']]"
69,float,But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim.,5,1,"[['none&presences'], [['Opinion and argument']]]"
70,appear,But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim.,18,0,"[['none&presences'], [['Opinion and argument', 'Law and justice', 'Success']]]"
71,support,But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim.,20,1,"[['none&presences'], [['Opinion and argument', 'Law and justice', 'Success']]]"
72,open,The book 09__ which opens a projected sequence of novels that will cover the period from 1968 to the present day 09__ aims to explore what the blurb describes as 09__ the painful transition from youth to adulthood.,4,1,"[[['Literature and writing', 'Education', 'Shopping', 'Education', 'Business', 'Opinion and argument', 'History', 'Opinion and argument']], [['Film and theatre'], ['Literature and writing'], ['Time', 'History', 'Time', 'Education', 'Language']]]"
73,cover,The book 09__ which opens a projected sequence of novels that will cover the period from 1968 to the present day 09__ aims to explore what the blurb describes as 09__ the painful transition from youth to adulthood.,12,1,"[[['Film and theatre'], ['Literature and writing']], [['Time', 'History', 'Time', 'Education', 'Language'], ['Time', 'Time', 'Time', 'History', 'Success', 'Time', 'Difficulty and failure', 'Success', 'Cooking and eating', 'Time', 'Time', 'Time', 'Preferences and decisions', 'Difficulty and failure', 'Success', 'Doubt, guessing and certainty', 'Feelings', 'Time', 'Success']]]"
74,aim,The book 09__ which opens a projected sequence of novels that will cover the period from 1968 to the present day 09__ aims to explore what the blurb describes as 09__ the painful transition from youth to adulthood.,22,1,"[[['Literature and writing', 'Education', 'Shopping', 'Education', 'Business', 'Opinion and argument', 'History', 'Opinion and argument']], ['none&transition', ['Life stages', 'Life stages', 'Life stages', 'Life stages']]]"
75,explore,The book 09__ which opens a projected sequence of novels that will cover the period from 1968 to the present day 09__ aims to explore what the blurb describes as 09__ the painful transition from youth to adulthood.,24,1,"[[['Literature and writing', 'Education', 'Shopping', 'Education', 'Business', 'Opinion and argument', 'History', 'Opinion and argument']], ['none&transition', ['Life stages', 'Life stages', 'Life stages', 'Life stages']]]"
76,describe,The book 09__ which opens a projected sequence of novels that will cover the period from 1968 to the present day 09__ aims to explore what the blurb describes as 09__ the painful transition from youth to adulthood.,28,1,"[[['Literature and writing']], ['none&transition', ['Life stages', 'Life stages', 'Life stages', 'Life stages']]]"
77,seem,"This, of course, is a popular subject: it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings.",8,0,"[[], []]"
78,offer,"This, of course, is a popular subject: it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings.",19,0,"[['none&scope'], ['none&probing', ['Feelings', 'Opinion and argument', 'Opinion and argument', 'Opinion and argument']]]"
79,present,What Andrew Motion presents us with here is a static and humourless mood-piece filled with over-elaborate imagery.,3,1,"[['none&Andrew', ['Physics and chemistry']], ['people']]"
80,fill,What Andrew Motion presents us with here is a static and humourless mood-piece filled with over-elaborate imagery.,13,1,"[['none&mood-piece'], [['Literature and writing']]]"
81,suffer,"The hero, Francis Mayne, is suffering from the adolescent's emotional confusion and acute self-consciousness.",5,0,"[[['Personal qualities', 'Film and theatre', 'Literature and writing'], 'none&Francis', 'none&Mayne'], [['Life stages'], ['Doubt, guessing and certainty'], 'none&self-consciousness']]"
82,find,"He finds it hard to communicate with people, not least his separated parents.",1,1,"[['people'], ['none&it']]"
83,communicate,"He finds it hard to communicate with people, not least his separated parents.",5,0,"[['people'], ['people']]"
84,realise,"His mother, by contrast, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",8,0,"[[['Family and relationships', 'Life stages']], [['Film and theatre', 'Literature and writing', 'Personal qualities', 'Language'], ['Literature and writing', 'Education', 'Shopping', 'Education', 'Business', 'Opinion and argument', 'History', 'Opinion and argument']]]"
85,think,"His mother, by contrast, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",23,0,"[['people'], [['Appearance']]]"
86,visit,"His mother, by contrast, is the most vividly realised character in the book: nervy, flirtatious and selfish, already on her third husband, she thinks primarily of her appearance, even when visiting her dying daughter, Francis's twin.",30,0,"[[['Family and relationships', 'Life stages']], [['Family and relationships']]]"
87,dominate,The first half of the novel is dominated by the girl's death from leukaemia.,7,1,"[[['Sports: ball and racket sports', 'Doubt, guessing and certainty', 'Preferences and decisions'], ['Literature and writing']], [['Life stages'], ['Life stages', 'Health problems', 'Danger', 'Difficulty and failure', 'Difficulty and failure'], ['Health problems']]]"
88,draw,"There is a refreshing simplicity and tenderness in Motion's account of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",22,1,"[[], []]"
89,carry,"There is a refreshing simplicity and tenderness in Motion's account of the way Francis nurses her, but she herself is too sketchily drawn for the episode to carry much weight.",27,1,"[[['TV, radio and news', 'Literature and writing', 'Health problems']], [['Maths and measurement', 'Health and Fitness', 'Appearance', 'Maths and measurement', 'Health and Fitness', 'Success', 'Success']]]"
90,conduct,"Meanwhile, at his public school, Francis is conducting a love-affair with an older pupil named Keith Ogilvie.",7,1,"[['none&Francis'], ['none&Keith', 'none&Ogilvie']]"
91,name,"Meanwhile, at his public school, Francis is conducting a love-affair with an older pupil named Keith Ogilvie.",14,0,"[['none&Francis'], ['none&Keith', 'none&Ogilvie']]"
92,reject,"He is finally rejected by the devious, arrogant Keith, who informs him that he is 09__ obsolete because he does not 09__ know how to make things happen.",3,0,"[['people'], ['none&Keith']]"
93,inform,"He is finally rejected by the devious, arrogant Keith, who informs him that he is 09__ obsolete because he does not 09__ know how to make things happen.",10,0,"[['none&Keith'], ['none&He']]"
94,know,"He is finally rejected by the devious, arrogant Keith, who informs him that he is 09__ obsolete because he does not 09__ know how to make things happen.",22,0,"[['people'], [['Success', 'Difficulty and failure', 'Preferences and decisions', 'Feelings', 'Success', 'Danger', 'Danger', 'Suggestions and advice']]]"
95,make,"He is finally rejected by the devious, arrogant Keith, who informs him that he is 09__ obsolete because he does not 09__ know how to make things happen.",25,1,"[['people'], [['Success', 'Difficulty and failure', 'Preferences and decisions', 'Feelings', 'Success', 'Danger', 'Danger', 'Suggestions and advice']]]"
96,happen,"He is finally rejected by the devious, arrogant Keith, who informs him that he is 09__ obsolete because he does not 09__ know how to make things happen.",27,0,"[['people'], [['Success', 'Difficulty and failure', 'Preferences and decisions', 'Feelings', 'Success', 'Danger', 'Danger', 'Suggestions and advice']]]"
97,persuade,His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War.,19,0,"[['none&Keith'], ['people']]"
98,join,His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War.,22,1,"[['people'], [['Social issues'], 'none&Vietnam', ['War and conflict', 'Opinion and argument']]]"
99,describe,"This violent event, described at length in hysterically colourful terms, is the only piece of history to be woven convincingly into the plot.",3,0,"[[['Sports: other sports']], [['Maths and measurement', 'Maths and measurement', 'Sports: water sports', 'Sports: other sports'], ['Discussion and agreement', 'Discussion and agreement', 'Family and relationships', 'Discussion and agreement']]]"
100,weave,"This violent event, described at length in hysterically colourful terms, is the only piece of history to be woven convincingly into the plot.",18,1,"[[['Sports: other sports']], [['History', 'History', 'Education', 'History', 'Phones, email and the internet', 'History', 'History']]]"
101,insert,"Other broad hints as to the date are inserted with a comical lack of subtlety: 09__ My God, darling, have you heard? exclaims Francis's mother one day as she greets him, 09__ Czechoslovakia.",8,1,"[[['Suggestions and advice', 'Suggestions and advice']], [['Time', 'History', 'Time', 'Family and relationships', 'Food', 'Time']]]"
102,hear,"Other broad hints as to the date are inserted with a comical lack of subtlety: 09__ My God, darling, have you heard? exclaims Francis's mother one day as she greets him, 09__ Czechoslovakia.",21,0,"[['none&Francis', ['Family and relationships', 'Life stages']], ['none&Czechoslovakia']]"
103,exclaim,"Other broad hints as to the date are inserted with a comical lack of subtlety: 09__ My God, darling, have you heard? exclaims Francis's mother one day as she greets him, 09__ Czechoslovakia.",22,0,"[['none&Francis', ['Family and relationships', 'Life stages']], [['Religion and festivals', 'Religion and festivals', 'Film and theatre', 'The environment', 'Danger']]]"
104,greet,"Other broad hints as to the date are inserted with a comical lack of subtlety: 09__ My God, darling, have you heard? exclaims Francis's mother one day as she greets him, 09__ Czechoslovakia.",29,0,"[['none&Francis', ['Family and relationships', 'Life stages']], ['people']]"
105,invade,It's been invaded.,2,0,"[['none&it'], ['none']]"
106,intend,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period.,11,0,"[['people'], [['TV, radio and news', 'Sports: ball and racket sports'], ['Literature and writing']]]"
107,capture,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period.,17,1,"[[['TV, radio and news', 'Sports: ball and racket sports'], ['Literature and writing']], [['Feelings', 'Opinion and argument', 'Permission and obligation', 'Feelings', 'Doubt, guessing and certainty', 'Permission and obligation', 'Feelings'], ['Time', 'History', 'Time', 'Education', 'Language']]]"
108,remain,But the book's principal defect remains the vacuity of its protagonist.,5,0,"[[['Literature and writing', 'Education', 'Shopping', 'Education', 'Business', 'Opinion and argument', 'History', 'Opinion and argument'], 'none&defect'], ['none&vacuity', ['Film and theatre', 'Literature and writing']]]"
109,depict,"In his eagerness to depict the cloudy psychology of an adolescent, Motion has forgotten to give the boy a personality.",4,0,"[[['Physics and chemistry']], [['Weather'], ['Education'], ['Life stages']]]"
110,forget,"In his eagerness to depict the cloudy psychology of an adolescent, Motion has forgotten to give the boy a personality.",13,0,"[[['Physics and chemistry']], [['Life stages', 'Law and justice']]]"
111,give,"In his eagerness to depict the cloudy psychology of an adolescent, Motion has forgotten to give the boy a personality.",15,1,"[[['Physics and chemistry']], [['Life stages', 'Law and justice']]]"
112,give,"He has, however, given him a psychotic compulsion to formulate fanciful similes.",3,1,"[['people'], ['none&compulsion']]"
113,formulate,"He has, however, given him a psychotic compulsion to formulate fanciful similes.",9,0,"[['people'], ['none&compulsion']]"
114,go,"Hardly a page goes by without the hapless Francis noticing something which reminds him, improbably, of something else.",3,1,"[[['Literature and writing', 'Phones, email and the internet', 'History', 'Discussion and agreement']], ['none&hapless', 'none&Francis']]"
115,notice,"Hardly a page goes by without the hapless Francis noticing something which reminds him, improbably, of something else.",9,0,"[['none&hapless', 'none&Francis'], ['none&something']]"
116,remind,"Hardly a page goes by without the hapless Francis noticing something which reminds him, improbably, of something else.",12,0,"[['none&something'], ['people']]"
117,remind,Sometimes he is reminded of several things.,3,0,"[['people'], [['Success', 'Difficulty and failure', 'Preferences and decisions', 'Feelings', 'Success', 'Danger', 'Danger', 'Suggestions and advice']]]"
118,look,"One moment an avenue of chestnut trees looks 09__ like a child's drawing of ghosts; the next it appears 09__ frightening but derelict, like extinguished chandeliers; and finally the chestnuts 09__ prance at him, holding up their gleaming branches like hysterics.",7,0,"[[['Transport by car or lorry', 'Buildings', 'Preferences and decisions'], ['Plants and trees', 'Food', 'Animals'], ['Plants and trees', 'Difficulty and failure']], [['Life stages', 'Life stages'], ['Art', 'Hobbies', 'Art'], 'none&ghosts']]"
119,appear,"One moment an avenue of chestnut trees looks 09__ like a child's drawing of ghosts; the next it appears 09__ frightening but derelict, like extinguished chandeliers; and finally the chestnuts 09__ prance at him, holding up their gleaming branches like hysterics.",18,0,"[[['Transport by car or lorry', 'Buildings', 'Preferences and decisions'], ['Plants and trees', 'Food', 'Animals'], ['Plants and trees', 'Difficulty and failure']], [['Life stages', 'Life stages'], ['Art', 'Hobbies', 'Art'], 'none&ghosts']]"
120,hold,"One moment an avenue of chestnut trees looks 09__ like a child's drawing of ghosts; the next it appears 09__ frightening but derelict, like extinguished chandeliers; and finally the chestnuts 09__ prance at him, holding up their gleaming branches like hysterics.",34,1,"[[['Plants and trees', 'Food', 'Animals']], ['people']]"
121,gleam,"One moment an avenue of chestnut trees looks 09__ like a child's drawing of ghosts; the next it appears 09__ frightening but derelict, like extinguished chandeliers; and finally the chestnuts 09__ prance at him, holding up their gleaming branches like hysterics.",37,0,"[[['Plants and trees', 'Food', 'Animals']], [['Plants and trees', 'Transport by bus and train', 'Geography', 'Family and relationships']]]"
122,pall,"Such writing rapidly palls, and I hope that in the novels to come, Motion can curb his reckless passion for it.",3,0,"[[['Literature and writing', 'Hobbies', 'Difficulty and failure']], ['none']]"
